"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g015728_000003","g015728",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1323,1323,1323,11771,1,NA,NA,NA,NA,NA,"CG78_03501","CG78b_00998","CG678_00997","CG1103_01593",NA,NA,NA,NA,"NW221_03333",NA,NA,NA,"Sz1b_01839",NA,NA,NA,NA
"g015057","g015057","srmB","ATP-dependent RNA helicase SrmB",50,3,9,1,1,1,0,0,0,0,9,"ATP-dependent RNA helicase SrmB(6):hypothetical protein(2):ATP-dependent RNA helicase DbpA(1)","srmB(6):NA(2):dbpA(1)",909,2271,1966.33,11771,2,NA,NA,NA,NA,NA,"CG78_03500","CG78b_00999","CG678_00998","CG1103_01594",NA,NA,NA,NA,"NW221_03334",NA,NA,NA,"Sz1b_01840",NA,NA,NA,NA
"g012113_000001","g012113",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",474,876,750.67,11772,1,NA,"CG56_02299",NA,NA,NA,NA,NA,NA,NA,"SF93_02819",NA,NA,NA,NA,"RF21_03295","T17_04790","S4_01838",NA,NA,NA,NA,"CG1118_05393"
"g011586","g011586",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",297,1074,762.67,11772,2,NA,NA,"T268_95_05425",NA,NA,NA,NA,NA,NA,"SF93_02818",NA,NA,NA,NA,"RF21_03296","T17_04791","S4_01839",NA,"CG81_01786",NA,NA,NA
"g008676_2","g008676_2",NA,"hypothetical protein",50,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",924,939,935.67,11788,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V80_94_02409","AS1H41_02409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010885_000001","g010885",NA,"hypothetical protein",60,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",399,402,399.33,11799,1,NA,NA,"T268_95_01701","BM37_95_01298",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_04509",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010660","g010660",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",708,720,711.67,11799,2,NA,NA,"T268_95_01702","BM37_95_01299",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_04510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g003367_2_000006","g003367_2",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",567,570,567.33,11815,1,NA,NA,"T268_95_04655","BM37_95_00122",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_04413",NA,NA,NA,NA,NA,"CG81_05181",NA,NA,"CG1118_00999"
"g013097_000003","g013097",NA,"hypothetical protein",80,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1323,1323,1323,11818,1,NA,"CG56_04774","T268_95_00592","BM37_95_02971",NA,NA,NA,NA,NA,"SF93_00614",NA,NA,"CG98_01366",NA,NA,"T17_00589","S4_02711",NA,NA,NA,"CG967_00606","CG1118_01869"
"g014098_000003","g014098",NA,"hypothetical protein",80,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",159,393,208.33,11821,1,NA,NA,NA,NA,NA,"CG78_03261","CG78b_04246","CG678_04244","CG1103_03585",NA,NA,NA,NA,"NW221_03030","RF21_00338",NA,NA,"Sz1b_03083",NA,NA,NA,NA
"g002217_3_000003","g002217_3","pntB","NAD(P) transhydrogenase subunit beta",60,5,9,1,1,1,0,0,0,0,9,"NAD(P) transhydrogenase subunit beta(9)","pntB(9)",312,1503,1263.33,11827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_01308",NA,NA,NA,NA,"RF21_02165","T17_02517","S4_04976",NA,NA,NA,NA,NA
"g015482_000003","g015482",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",813,1230,880.33,11833,1,NA,NA,NA,NA,"AV25_95_05145",NA,NA,NA,NA,"SF93_02803","V80_94_05258","AS1H41_05258",NA,NA,"RF21_03310","T17_04806","S4_01853",NA,"CG81_05423",NA,NA,NA
"g017394_000003","g017394",NA,"hypothetical protein",80,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",153,153,153,11840,1,"F2_5_00206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009061_000001","g009061",NA,"hypothetical protein",60,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",426,735,606.33,11842,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05679","CG474_02626",NA,NA
"g014498","g014498",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",243,243,243,11850,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T17_02207",NA,NA,NA,NA,NA,NA
"g005442_2_000005","g005442_2",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",654,681,657.67,11864,1,NA,NA,"T268_95_00307","BM37_95_02686",NA,NA,NA,NA,NA,"SF93_05741",NA,NA,NA,NA,"RF21_04716","T17_05105","S4_02397",NA,NA,NA,NA,NA
"g014962_000005","g014962",NA,"hypothetical protein",95,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",2433,2433,2433,11874,1,NA,NA,"T268_95_04948","BM37_95_03722",NA,NA,NA,NA,NA,"SF93_03083",NA,NA,NA,NA,"RF21_00896","T17_04526","S4_01574",NA,NA,NA,"CG967_02039","CG1118_04231"
"g025066_000004","g025066",NA,"hypothetical protein",90,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",432,432,432,11886,1,NA,NA,NA,NA,NA,"CG78_03885","CG78b_03644","CG678_03643","CG1103_02980",NA,NA,NA,NA,NA,NA,NA,NA,"Sz1b_04194",NA,NA,NA,NA
"g028562_000006","g028562","dadA","D-amino acid dehydrogenase",98,1,9,1,1,1,0,0,0,0,9,"D-amino acid dehydrogenase(9)","dadA(9)",1269,1269,1269,11902,1,NA,NA,"T268_95_01061","BM37_95_00848",NA,"CG78_01084","CG78b_05163","CG678_05160","CG1103_01180",NA,NA,NA,"CG98_01085",NA,NA,NA,NA,"Sz1b_00858","CG81_02800",NA,NA,NA
"g015495_000003","g015495","pepQ","Xaa-Pro dipeptidase",80,3,9,1,1,1,0,0,0,0,9,"Xaa-Pro dipeptidase(9)","pepQ(9)",1200,1302,1227.33,11903,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_01839",NA,NA
"g012633_000002","g012633",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",2352,2412,2376.67,11907,1,NA,NA,NA,NA,NA,NA,NA,NA,"CG1103_05157",NA,NA,NA,NA,"NW221_01653",NA,NA,NA,"Sz1b_01228",NA,NA,"CG967_00371",NA
"g010582","g010582",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",261,915,838,11913,1,NA,"CG56_04931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_01111",NA,"CG967_01457",NA
"g022406_000005","g022406",NA,"hypothetical protein",95,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",930,930,930,11917,1,NA,NA,NA,NA,NA,"CG78_01957","CG78b_01720","CG678_01718","CG1103_00622",NA,NA,NA,NA,"NW221_02430",NA,NA,NA,"Sz1b_01104",NA,NA,NA,NA
"g016819_000002","g016819",NA,"hypothetical protein",70,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",201,480,445.33,11925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02532",NA,NA,NA,NA,NA,"T17_04458","S4_04667",NA,NA,NA,NA,NA
"g018689","g018689","nudI","Nucleoside triphosphatase NudI",50,3,9,1,1,1,0,0,0,0,9,"Nucleoside triphosphatase NudI(4):CTP pyrophosphohydrolase(3):hypothetical protein(2)","nudI(4):nudG(3):NA(2)",300,396,374.33,11929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_03729",NA,NA
"g016164","g016164",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",927,942,932.67,11936,1,NA,NA,"T268_95_05237","BM37_95_04012",NA,"CG78_02782","CG78b_00937","CG678_00936","CG1103_01532",NA,NA,NA,NA,"NW221_03944",NA,NA,NA,"Sz1b_03456",NA,NA,NA,NA
"g011043","g011043",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",204,204,204,11937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02539",NA,NA,NA,NA,NA,"T17_05140","S4_04660",NA,NA,NA,NA,NA
"g011352_000002","g011352",NA,"Sulfide-quinone reductase",70,3,9,1,1,1,0,0,0,0,9,"Sulfide-quinone reductase(5):hypothetical protein(4)","NA(9)",312,1329,865.67,11979,1,NA,NA,NA,NA,"AV25_95_05143",NA,NA,NA,NA,NA,"V80_94_05256","AS1H41_05256",NA,NA,NA,NA,NA,NA,"CG81_05425",NA,NA,NA
"g017199","g017199",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",195,339,320.67,11981,1,"F2_5_04163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g011866_1_000008","g011866_1",NA,"hypothetical protein",90,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",402,414,411.33,11996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05264",NA,NA,NA,NA,"RF21_02299","T17_01105","S4_00574",NA,NA,"CG474_01808","CG967_03249","CG1118_04953"
"g010761_000002","g010761",NA,"hypothetical protein",70,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",249,249,249,12002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02376",NA,NA,NA,NA,"RF21_02378","T17_03326","S4_02439",NA,NA,"CG474_03693","CG967_00363","CG1118_04266"
"g011162","g011162",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1377,1572,1469.67,12004,1,NA,NA,"T268_95_00567","BM37_95_02946",NA,NA,NA,NA,NA,NA,NA,NA,"CG98_04043",NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_00977"
"g030798_000006","g030798","potA","Spermidine/putrescine import ATP-binding protein PotA",98,1,9,1,1,1,0,0,0,0,9,"Spermidine/putrescine import ATP-binding protein PotA(9)","potA(9)",1080,1080,1080,12006,1,NA,NA,"T268_95_01059","BM37_95_00850",NA,"CG78_01086","CG78b_05161","CG678_05158","CG1103_01178",NA,NA,NA,"CG98_01087",NA,NA,NA,NA,"Sz1b_00856","CG81_02798",NA,NA,NA
"g037904_000006","g037904",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",141,141,141,12013,1,NA,"CG56_03033","T268_95_03027","BM37_95_03508",NA,NA,NA,NA,NA,"SF93_03983",NA,NA,"CG98_04843",NA,"RF21_02573","T17_03687","S4_05418",NA,"CG81_01644",NA,NA,NA
"g025980_000001","g025980",NA,"hypothetical protein",60,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",294,294,294,12014,1,NA,NA,NA,NA,NA,"CG78_02669","CG78b_01098","CG678_01097","CG1103_02409",NA,NA,NA,NA,"NW221_02555","RF21_04936","T17_04886","S4_02178","Sz1b_02573",NA,NA,NA,NA
"g012436","g012436",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",423,426,425,12015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02478",NA,NA,NA,NA,NA,"T17_02182","S4_04633",NA,NA,NA,NA,NA
"g014462","g014462",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",318,333,326.33,12016,1,NA,NA,NA,NA,NA,"CG78_04332","CG78b_02894","CG678_02894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_03539",NA
"g014662_000004","g014662",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",477,477,477,12024,1,NA,NA,"T268_95_05240","BM37_95_04015","AV25_95_05137","CG78_03934","CG78b_03693","CG678_03692","CG1103_02931",NA,NA,NA,NA,NA,NA,NA,NA,"Sz1b_04145",NA,NA,NA,NA
"g004020_2","g004020_2",NA,"hypothetical protein",50,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",402,435,414.33,12040,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02829",NA
"g012073_000003","g012073",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",123,318,164.67,12042,1,NA,"CG56_01574",NA,NA,NA,NA,NA,NA,"CG1103_05212",NA,NA,NA,NA,"NW221_01708",NA,NA,NA,"Sz1b_01173",NA,NA,NA,NA
"g042732_000006","g042732",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",213,213,213,12048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02011","CG1118_03118"
"g021429_000002","g021429",NA,"hypothetical protein",70,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",153,609,558.33,12053,1,NA,NA,"T268_95_05233","BM37_95_04008",NA,"CG78_02567","CG78b_02330","CG678_02328","CG1103_00012",NA,NA,NA,NA,"NW221_03845",NA,NA,NA,"Sz1b_02426",NA,NA,NA,NA
"g011739_000002","g011739",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",612,615,614.33,12063,1,NA,NA,"T268_95_05175","BM37_95_03950","AV25_95_05084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009115","g009115",NA,"hypothetical protein",50,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",453,528,475.33,12069,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05637",NA,NA,NA
"g011726_000001","g011726",NA,"hypothetical protein",60,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",621,666,644.33,12077,1,NA,NA,NA,NA,"AV25_95_05105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g014565","g014565",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",213,264,224.33,12082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05150",NA,NA,NA,NA,"RF21_04608","T17_05380","S4_00687",NA,NA,NA,NA,NA
"g017172_000005","g017172",NA,"hypothetical protein",95,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",513,513,513,12096,1,NA,NA,NA,NA,NA,"CG78_05077","CG78b_02632","CG678_02632","CG1103_05124",NA,NA,NA,NA,NA,NA,NA,NA,"Sz1b_01261",NA,NA,"CG967_00281",NA
"g002316_2","g002316_2","bcp","Pseudoazurin",50,8,9,1,1,1,0,0,0,0,9,"Pseudoazurin(9)","bcp(9)",333,447,427.67,12097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05724",NA,NA,NA
"g011653","g011653","xerD","hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(5):Tyrosine recombinase XerD(4)","NA(5):xerD(4)",999,1008,1004.33,12098,1,NA,"CG56_04953",NA,NA,NA,NA,NA,NA,NA,NA,"V80_94_02463","AS1H41_02463",NA,NA,NA,NA,NA,NA,"CG81_04158",NA,NA,NA
"g011943","g011943",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",666,885,803.67,12103,1,"F2_5_04444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_04991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g013159_000003","g013159",NA,"hypothetical protein",80,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",228,504,320.67,12104,1,NA,"CG56_00951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_01272"
"g009285_1_000012","g009285_1",NA,"hypothetical protein",98,1,9,1.11,1,2,0,1,0,1,10,"hypothetical protein(10)","NA(10)",135,327,305.7,12108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_02352"
"g012635_000004","g012635",NA,"hypothetical protein",90,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",3465,3981,3800,12112,1,NA,NA,"T268_95_00274","BM37_95_02654",NA,NA,NA,NA,NA,"SF93_05707",NA,NA,NA,NA,"RF21_04750","T17_05071","S4_02363",NA,"CG81_03538",NA,NA,"CG1118_04269"
"g017563","g017563",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",675,687,684.33,12137,1,"F2_5_04838","CG56_02535","T268_95_01328","BM37_95_04214","AV25_95_05342",NA,NA,NA,NA,NA,"V80_94_05455","AS1H41_05455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g018701","g018701",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",378,384,379.33,12144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW221_03518",NA,"T17_03438",NA,NA,NA,NA,NA,NA
"g014011_000001","g014011",NA,"hypothetical protein",60,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",228,228,228,12151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_03975",NA
"g012393","g012393",NA,"hypothetical protein",50,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",201,201,201,12157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02496",NA,NA,NA,NA,NA,"T17_02200","S4_04615",NA,NA,NA,NA,NA
"g014058","g014058",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",180,258,188.67,12161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_04367"
"g010733_000002","g010733",NA,"hypothetical protein",70,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",237,336,314,12163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02527",NA,NA,NA,NA,NA,"T17_04463","S4_04672",NA,NA,NA,NA,NA
"g010743","g010743",NA,"hypothetical protein",50,6,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",330,378,340.67,12164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02520",NA,NA,NA,NA,NA,"T17_02247","S4_04679",NA,NA,NA,NA,NA
"g012078_000003","g012078",NA,"hypothetical protein",80,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",129,243,145.67,12171,1,"F2_5_00663",NA,"T268_95_00842","BM37_95_00554",NA,NA,NA,NA,NA,"SF93_04833",NA,NA,NA,NA,"RF21_00264","T17_02362","S4_02970",NA,NA,"CG474_03871",NA,NA
"g041410_000006","g041410",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",249,249,249,12173,1,NA,NA,"T268_95_02608",NA,"AV25_95_02394","CG78_03570","CG78b_02403","CG678_02401",NA,NA,"V80_94_02776","AS1H41_02776","CG98_04147",NA,NA,NA,NA,NA,"CG81_04490",NA,NA,NA
"g008127_000001","g008127","purR","HTH-type transcriptional repressor PurR",60,8,9,1.22,1,2,0,2,0,2,11,"HTH-type transcriptional repressor PurR(9):hypothetical protein(2)","purR(9):NA(2)",243,1026,881.73,12182,1,"F2_5_01636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009014_000001","g009014","noc","hypothetical protein",60,7,9,1,1,1,0,0,0,0,9,"hypothetical protein(5):Nucleoid occlusion protein(4)","NA(5):noc(4)",993,1014,1002.67,12187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05629",NA,NA,NA
"g012242_000003","g012242",NA,"hypothetical protein",80,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",327,468,420,12190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_01244"
"g025613_000003","g025613",NA,"hypothetical protein",80,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",264,312,296,12208,1,NA,NA,NA,NA,"AV25_95_04951",NA,NA,NA,NA,NA,"V80_94_04576","AS1H41_04576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g020878_000005","g020878",NA,"hypothetical protein",95,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",501,675,655.67,12217,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG1118_04317"
"g024226","g024226",NA,"hypothetical protein",50,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",264,357,326,12220,1,NA,NA,"T268_95_00086","BM37_95_02466","AV25_95_01332",NA,NA,NA,NA,NA,"V80_94_01774","AS1H41_01774","CG98_03417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012982","g012982",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",1212,1239,1217.67,12224,1,NA,"CG56_05058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g023703_000001","g023703",NA,"hypothetical protein",60,2,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",837,873,841,12232,1,NA,NA,NA,NA,"AV25_95_00126",NA,NA,NA,NA,"SF93_00113","V80_94_02112","AS1H41_02112",NA,NA,"RF21_00518",NA,"S4_02573",NA,"CG81_01864","CG474_01380",NA,NA
"g018343","g018343",NA,"hypothetical protein",50,3,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",303,474,415,12245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02372",NA,NA,NA,NA,"RF21_02374","T17_03330","S4_02443",NA,NA,NA,NA,NA
"g014398","g014398",NA,"hypothetical protein",50,4,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",351,354,352.67,12251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05127",NA,NA,NA,NA,"RF21_04585","T17_05357","S4_00709",NA,NA,NA,NA,NA
"g012030_000002","g012030",NA,"hypothetical protein",70,5,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",171,183,178.67,12252,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02513",NA,NA,NA,NA,NA,"T17_02237","S4_04686",NA,NA,NA,NA,NA
"g044820_000006","g044820",NA,"hypothetical protein",98,1,9,1,1,1,0,0,0,0,9,"hypothetical protein(9)","NA(9)",405,405,405,12253,1,NA,NA,NA,NA,"AV25_95_01407","CG78_01209","CG78b_05092","CG678_05086","CG1103_01406",NA,"V80_94_01854","AS1H41_01854",NA,"NW221_03590",NA,NA,NA,"Sz1b_04522",NA,NA,NA,NA
"g013945_000003","g013945",NA,"hypothetical protein",80,4,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",660,660,660,12294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW221_03516",NA,NA,NA,NA,NA,NA,NA,NA
"g010711_000001","g010711",NA,"hypothetical protein",60,6,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",321,351,334.5,12294,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NW221_03517",NA,NA,NA,NA,NA,NA,NA,NA
"g018514_000002","g018514",NA,"hypothetical protein",70,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",270,273,272.62,12320,1,NA,NA,"T268_95_05172","BM37_95_03947","AV25_95_05081",NA,NA,NA,NA,"SF93_02858",NA,NA,NA,NA,"RF21_03256","T17_04751","S4_01799",NA,NA,NA,NA,"CG1118_02647"
"g016447_000004","g016447",NA,"hypothetical protein",90,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",1041,1041,1041,12320,2,NA,NA,"T268_95_05171","BM37_95_03946","AV25_95_05080",NA,NA,NA,NA,"SF93_02859",NA,NA,NA,NA,"RF21_03255","T17_04750","S4_01798",NA,NA,NA,NA,"CG1118_02646"
"g015113_000001","g015113",NA,"hypothetical protein",60,3,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",2061,2187,2076.75,12322,1,"F2_5_01593",NA,NA,NA,NA,"CG78_02575","CG78b_02338","CG678_02336","CG1103_00004",NA,NA,NA,"CG98_04959","NW221_03853",NA,NA,NA,"Sz1b_02434",NA,NA,NA,NA
"g038814_000006","g038814",NA,"hypothetical protein",98,1,8,1,1,1,0,0,0,0,8,"hypothetical protein(8)","NA(8)",690,690,690,12322,2,"F2_5_01592",NA,NA,NA,NA,"CG78_02574","CG78b_02337","CG678_02335","CG1103_00005",NA,NA,NA,"CG98_04958","NW221_03852",NA,NA,NA,"Sz1b_02433",NA,NA,NA,NA
"g003871_2","g003871_2","atm1","ATM1-type heavy metal exporter",50,4,8,1,1,1,0,0,0,0,8,"ATM1-type heavy metal exporter(8)","atm1(8)",1656,1683,1661.62,12328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05183",NA,NA,NA,NA,"RF21_04641","T17_01025","S4_00654",NA,"CG81_02578",NA,NA,NA
