"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X1D132","X1D132b","C58","F4","NFIX02","Arqua","NFIX01","ARqua1","Kin001","N40_94","N33_94","str_12D13","X12D13","PDC82","Di1525a","ATCC31749","J_07","str_11546","str_2788"
"g000289_1_000001","g000289_1","xthA","Exodeoxyribonuclease III",60,62,79,1.24,1,3,19,18,19,19,98,"Exodeoxyribonuclease III(90):hypothetical protein(23):Exodeoxyribonuclease(4)","xthA(90):NA(23):exoA(4)",177,1029,674.67,4685,1,NA,NA,"C58_04677","F4_00024","NFIX02_04928;NFIX02_05212","Arqua_03130","NFIX01_01104;NFIX01_05161","ARqua1_04057","Kin001_04735;Kin001_05368","N40_94_04141","N33_94_04711","str_12D13_04666","12D13_04681","PDC82_04162","Di1525a_01871","(ATCC31749_05317:ATCC31749_05318)","J_07_04940","(str_11546_04937:str_11546_04938)","str_2788_01296;str_2788_01807;str_2788_02129"
"g007098_000001","g007098",NA,"hypothetical protein",60,10,79,1,1,1,0,0,0,0,79,"hypothetical protein(79)","NA(79)",231,423,415.9,4689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N40_94_03916","N33_94_04271",NA,NA,NA,NA,"ATCC31749_03195",NA,"str_11546_04698",NA
"g004311","g004311","malK","Maltose/maltodextrin import ATP-binding protein MalK",50,18,79,1,1,1,0,0,0,0,79,"Maltose/maltodextrin import ATP-binding protein MalK(44):sn-glycerol-3-phosphate import ATP-binding protein UgpC(33):Vitamin B12 import ATP-binding protein BtuD(2)","malK(44):ugpC(33):btuD(2)",1035,1053,1041.27,4693,1,"1D132_04320","1D132b_00113","C58_04313","F4_04752",NA,"Arqua_02512",NA,"ARqua1_03442","Kin001_04309","N40_94_03623","N33_94_03978","str_12D13_04246","12D13_03791","PDC82_03261",NA,NA,NA,NA,"str_2788_01583"
"g014739_000004","g014739",NA,"hypothetical protein",90,4,79,1,1,1,0,0,0,0,79,"hypothetical protein(79)","NA(79)",261,285,267.08,4712,1,NA,NA,"C58_05241","F4_00624",NA,NA,NA,NA,"Kin001_05026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g001917_1_000001","g001917_1",NA,"IS5 family transposase IS869",60,29,79,1.24,1,7,0,12,0,19,98,"IS5 family transposase IS869(82):hypothetical protein(12):IS5 family transposase ISRhru5(4)","NA(98)",153,510,406.5,4718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"str_2788_02237"
"g007754_000003","g007754",NA,"hypothetical protein",80,9,78,1,1,1,0,0,0,0,78,"hypothetical protein(78)","NA(78)",375,426,408.35,4730,1,"1D132_01708","1D132b_02306","C58_01959","F4_02047","NFIX02_02407","Arqua_04581","NFIX01_02502","ARqua1_00387","Kin001_01683","N40_94_00548","N33_94_00548","str_12D13_01611","12D13_01992","PDC82_00613","Di1525a_02559","ATCC31749_02765","J_07_00537","str_11546_01830","str_2788_00597"
"g007399_000003","g007399","cheB","Chemotaxis response regulator protein-glutamate methylesterase",80,8,78,1,1,1,0,0,0,0,78,"Chemotaxis response regulator protein-glutamate methylesterase(77):hypothetical protein(1)","cheB(77):NA(1)",897,1029,994.77,4730,2,"1D132_01709","1D132b_02307","C58_01960","F4_02048","NFIX02_02406","Arqua_04582","NFIX01_02501","ARqua1_00388","Kin001_01684","N40_94_00549","N33_94_00549","str_12D13_01612","12D13_01993","PDC82_00612","Di1525a_02560","ATCC31749_02766","J_07_00536","str_11546_01831","str_2788_00598"
"g010866_000004","g010866","rcp1","Response regulator rcp1",90,6,78,1,1,1,0,0,0,0,78,"Response regulator rcp1(78)","rcp1(78)",453,456,455.96,4730,3,"1D132_01710","1D132b_02308","C58_01961","F4_02049","NFIX02_02405","Arqua_04583","NFIX01_02500","ARqua1_00389","Kin001_01685","N40_94_00550","N33_94_00550","str_12D13_01613","12D13_01994","PDC82_00611","Di1525a_02561","ATCC31749_02767","J_07_00535","str_11546_01832","str_2788_00599"
"g008532_000003","g008532","caiD","Carnitinyl-CoA dehydratase",80,8,78,1,1,1,0,0,0,0,78,"Carnitinyl-CoA dehydratase(71):Crotonyl-CoA hydratase(5):putative enoyl-CoA hydratase echA8(2)","caiD(71):NA(5):echA8(2)",834,834,834,4760,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05121",NA,NA
"g002171_000001","g002171",NA,"hypothetical protein",60,30,78,1.06,1,2,0,5,0,5,83,"hypothetical protein(83)","NA(83)",201,471,208.16,4766,1,NA,NA,NA,NA,"NFIX02_05185",NA,"NFIX01_05134",NA,"Kin001_04708","N40_94_04115","N33_94_01275","str_12D13_04640;str_12D13_04966","12D13_04656;12D13_05038","PDC82_04189","Di1525a_01844","ATCC31749_05388","J_07_04967","str_11546_05207","str_2788_01780"
"g004172","g004172",NA,"hypothetical protein",50,18,78,1,1,1,1,0,1,0,78,"hypothetical protein(79)","NA(79)",426,918,869.35,4777,1,NA,NA,NA,NA,"NFIX02_02951",NA,"NFIX01_03181",NA,"Kin001_01296","N40_94_00133","N33_94_00133",NA,NA,"PDC82_01112",NA,"ATCC31749_02271","J_07_00953","str_11546_01350","str_2788_00183"
"g003378_000001","g003378",NA,"hypothetical protein",60,22,78,1.21,1,3,2,14,2,16,94,"hypothetical protein(96)","NA(96)",246,783,752.88,4779,1,"1D132_04870","1D132b_00659","C58_05095","F4_00487","NFIX02_05027;NFIX02_05178","Arqua_03237","NFIX01_01203;NFIX01_05127","ARqua1_04164","Kin001_04701;Kin001_04922","N40_94_03958;N40_94_04108","N33_94_01118;N33_94_01268","(str_12D13_04632:str_12D13_04633);str_12D13_04833;str_12D13_04946","(12D13_04648:12D13_04649);12D13_01501;12D13_05058","PDC82_04020;PDC82_04196","Di1525a_01837;Di1525a_01957","ATCC31749_05157;ATCC31749_05383","J_07_04820;J_07_04974","str_11546_04799;str_11546_05212","str_2788_01773;str_2788_03093"
"g004250_000003","g004250",NA,"hypothetical protein",80,19,78,1,1,1,0,0,0,0,78,"hypothetical protein(78)","NA(78)",741,813,747.85,4784,1,"1D132_01524","1D132b_04313","C58_01779","F4_01865","NFIX02_02766","Arqua_03870","NFIX01_02996","ARqua1_04797","Kin001_01503","N40_94_00340","N33_94_00340","str_12D13_01429","12D13_01810","PDC82_00905","Di1525a_02279","ATCC31749_02483","J_07_00745","str_11546_01558","str_2788_00390"
"g000477_1_000001","g000477_1","noc","hypothetical protein",60,48,78,1.14,1,4,2,8,3,11,89,"hypothetical protein(70):Nucleoid occlusion protein(22)","NA(70):noc(22)",123,2166,2008.86,4788,1,NA,NA,NA,NA,"NFIX02_00897",NA,"NFIX01_00148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g002094_2_000004","g002094_2","3%2C6","3%2C6-diketocamphane 1%2C6 monooxygenase",70,10,78,1,1,1,0,0,0,0,78,"3%2C6-diketocamphane 1%2C6 monooxygenase(66):hypothetical protein(10):Alkanal monooxygenase alpha chain(2)","3%2C6(66):NA(10):luxA(2)",210,1053,1022.58,4795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05136",NA,NA
"g007274","g007274",NA,"hypothetical protein",50,9,78,1,1,1,0,0,0,0,78,"hypothetical protein(78)","NA(78)",1425,1506,1476.31,4799,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05144",NA,NA
"g020771","g020771","braC","Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein",50,2,77,1,1,1,0,0,0,0,77,"Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein(76):hypothetical protein(1)","braC(76):NA(1)",1137,1143,1142.92,4824,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05097",NA,NA
"g023545_000001","g023545","livH","High-affinity branched-chain amino acid transport system permease protein LivH",60,2,77,1,1,1,0,0,0,0,77,"High-affinity branched-chain amino acid transport system permease protein LivH(77)","livH(77)",879,879,879,4824,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05098",NA,NA
"g021577_000001","g021577",NA,"hypothetical protein",60,2,77,1,1,1,0,0,0,0,77,"hypothetical protein(77)","NA(77)",975,978,975.04,4824,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05099",NA,NA
"g021797_000002","g021797","lptB","Lipopolysaccharide export system ATP-binding protein LptB",70,2,77,1,1,1,0,0,0,0,77,"Lipopolysaccharide export system ATP-binding protein LptB(77)","lptB(77)",744,747,744.04,4824,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05100",NA,NA
"g025783_000002","g025783","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",70,2,77,1,1,1,0,0,0,0,77,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(77)","livF(77)",720,732,720.16,4824,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05101",NA,NA
"g019469_000002","g019469","yvdP","putative FAD-linked oxidoreductase YvdP",70,2,77,1,1,1,0,0,0,0,77,"putative FAD-linked oxidoreductase YvdP(77)","yvdP(77)",1578,1578,1578,4830,1,"1D132_04955","1D132b_01366",NA,NA,NA,NA,NA,NA,"Kin001_05463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g019106","g019106",NA,"hypothetical protein",50,2,77,1,1,1,0,0,0,0,77,"hypothetical protein(77)","NA(77)",2979,3027,3025.09,4830,2,"1D132_04954","1D132b_01367",NA,NA,NA,NA,NA,NA,"Kin001_05462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g026304","g026304",NA,"hypothetical protein",50,2,77,1,1,1,0,0,0,0,77,"hypothetical protein(77)","NA(77)",510,726,722.96,4830,3,"1D132_04953","1D132b_01368",NA,NA,NA,NA,NA,NA,"Kin001_05461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000651","g000651",NA,"hypothetical protein",50,51,77,1.22,1,3,9,13,9,17,94,"hypothetical protein(103)","NA(103)",162,267,220.86,4860,1,NA,NA,NA,NA,"NFIX02_00846",NA,"NFIX01_00199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g022666_000003","g022666",NA,"hypothetical protein",80,2,77,1,1,1,0,0,0,0,77,"hypothetical protein(77)","NA(77)",666,666,666,4903,1,"1D132_04951","1D132b_01370",NA,NA,NA,NA,NA,NA,"Kin001_05459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000584_1_000001","g000584_1",NA,"hypothetical protein",60,46,77,1.1,1,4,6,6,7,8,85,"hypothetical protein(92)","NA(92)",582,4509,4049.67,4908,1,NA,NA,NA,NA,"NFIX02_00891",NA,"NFIX01_00154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g002166_1_000002","g002166_1",NA,"hypothetical protein",70,20,77,1.09,1,3,0,6,0,7,84,"hypothetical protein(84)","NA(84)",204,351,246.71,4918,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N33_94_03077",NA,NA,"PDC82_01492",NA,"ATCC31749_01824",NA,"str_11546_00921","str_2788_02810"
"g014065_000002","g014065",NA,"hypothetical protein",70,4,77,1,1,1,0,0,0,0,77,"hypothetical protein(77)","NA(77)",177,207,206.61,4933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_00367",NA,NA,NA,NA,NA
"g002595_000001","g002595",NA,"hypothetical protein",60,28,77,1,1,1,2,0,2,0,77,"hypothetical protein(79)","NA(79)",147,339,264,4934,1,NA,NA,"C58_04684","F4_00031","NFIX02_05219","Arqua_03123","NFIX01_05168","ARqua1_04050","Kin001_04742","N40_94_04148","N33_94_04718","str_12D13_04673","12D13_04688","PDC82_04155","Di1525a_01878",NA,"J_07_04933",NA,"str_2788_01814"
"g001756_1_000003","g001756_1","dnaA","IS21 family transposase ISPkr1",70,28,77,1.44,1,20,2,13,2,34,111,"IS21 family transposase ISPkr1(64):hypothetical protein(22):IS21 family transposase ISMdi27(18):Insertion sequence IS5376 putative ATP-binding protein(3):IS21 family transposase ISMex39(3):IS21 family transposase IS1600(2):Chromosomal replication initiator protein DnaA(1)","NA(112):dnaA(1)",159,906,637.14,4937,1,"1D132_05001;1D132_05009","1D132b_01313;1D132b_01320",NA,NA,NA,NA,NA,NA,"Kin001_05510;Kin001_05517",NA,NA,NA,NA,"PDC82_00013",NA,"(ATCC31749_04766:ATCC31749_04767)","J_07_02854","(str_11546_03235:str_11546_03236)","str_2788_04492"
"g003770","g003770",NA,"hypothetical protein",50,20,77,1,1,1,65,0,65,0,77,"hypothetical protein(142)","NA(142)",165,513,275.49,4967,1,NA,NA,NA,NA,NA,NA,NA,NA,"(Kin001_00987:Kin001_00988)","(N40_94_02795:N40_94_02796)","(N33_94_03149:N33_94_03150)",NA,NA,"(PDC82_01419:PDC82_01420)",NA,NA,"J_07_01261",NA,"(str_2788_02882:str_2788_02883)"
"g003989_000001","g003989","rbsK","Ribokinase",60,19,76,1,1,1,0,0,0,0,76,"Ribokinase(76)","rbsK(76)",882,900,895.26,4975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03829",NA,NA,NA,NA,NA
"g007036_000003","g007036","rpiR","HTH-type transcriptional regulator RpiR",80,10,76,1,1,1,0,0,0,0,76,"HTH-type transcriptional regulator RpiR(76)","rpiR(76)",873,876,875.92,4975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03830",NA,NA,NA,NA,NA
"g007458_000003","g007458","rbsC","Ribose import permease protein RbsC",80,9,76,1,1,1,0,0,0,0,76,"Ribose import permease protein RbsC(76)","rbsC(76)",975,987,981.24,4975,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03831",NA,NA,NA,NA,NA
"g005574_000002","g005574","araG","Arabinose import ATP-binding protein AraG",70,13,76,1,1,1,0,0,0,0,76,"Arabinose import ATP-binding protein AraG(66):Galactose/methyl galactoside import ATP-binding protein MglA(8):Ribose import ATP-binding protein RbsA(2)","araG(66):mglA(8):rbsA(2)",1515,1584,1524.59,4975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03832",NA,NA,NA,NA,NA
"g007647_1_000003","g007647_1","alsB","hypothetical protein",80,8,76,1,1,1,0,0,0,0,76,"hypothetical protein(73):D-allose-binding periplasmic protein(3)","NA(73):alsB(3)",735,1065,1051.97,4975,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03833",NA,NA,NA,NA,NA
"g006423_000003","g006423","xylA","Xylose isomerase",80,11,76,1,1,1,0,0,0,0,76,"Xylose isomerase(76)","xylA(76)",981,993,982.03,4975,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDC82_03834",NA,NA,NA,NA,NA
"g008250_000004","g008250","baiA","3-alpha-hydroxycholanate dehydrogenase (NADP(+))",90,8,76,1,1,1,1,0,1,0,76,"3-alpha-hydroxycholanate dehydrogenase (NADP(+))(49):2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase(19):Cyclopentanol dehydrogenase(8):3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 2(1)","baiA(49):entA(19):cpnA(8):baiA2(1)",297,834,740.81,4984,1,"1D132_00958","1D132b_04539","C58_01247","F4_01329","NFIX02_03356","Arqua_00228","NFIX01_03586","ARqua1_01237","(Kin001_00948:Kin001_00949)","N40_94_02757","N33_94_03111","str_12D13_00903","12D13_01158","PDC82_01458","Di1525a_01140","ATCC31749_01859","J_07_01299","str_11546_00955","str_2788_02844"
"g008579_000003","g008579",NA,"hypothetical protein",80,7,76,1,1,1,0,0,0,0,76,"hypothetical protein(76)","NA(76)",315,315,315,4984,2,"1D132_00957","1D132b_04538","C58_01246","F4_01328","NFIX02_03357","Arqua_00229","NFIX01_03587","ARqua1_01238","Kin001_00947","N40_94_02756","N33_94_03110","str_12D13_00902","12D13_01157","PDC82_01459","Di1525a_01139","ATCC31749_01858","J_07_01300","str_11546_00954","str_2788_02843"
"g006595_000002","g006595",NA,"hypothetical protein",70,11,76,1.07,1,2,0,5,0,5,81,"hypothetical protein(81)","NA(81)",243,390,251.11,4990,1,NA,NA,NA,NA,NA,"Arqua_04967",NA,"ARqua1_00117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006631_000002","g006631","vapC","Ribonuclease VapC30",70,11,76,1.07,1,2,0,5,0,5,81,"Ribonuclease VapC30(73):Ribonuclease VapC(7):hypothetical protein(1)","NA(74):vapC(7)",261,411,403.3,4990,2,NA,NA,NA,NA,NA,"Arqua_04968",NA,"ARqua1_00116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g003443_000001","g003443",NA,"hypothetical protein",60,22,76,1,1,1,0,0,0,0,76,"hypothetical protein(76)","NA(76)",180,339,293.09,4992,1,NA,NA,NA,NA,NA,NA,NA,NA,"Kin001_01855","N40_94_00735","N33_94_00735",NA,NA,NA,"Di1525a_02757","ATCC31749_02964",NA,"str_11546_02011","str_2788_00769"
"g003048","g003048",NA,"hypothetical protein",50,25,76,1.37,1,3,0,26,0,28,104,"hypothetical protein(104)","NA(104)",183,747,519.52,5007,1,"1D132_04615;1D132_04616","1D132b_00408;1D132b_00409",NA,NA,"NFIX02_05108;NFIX02_05109",NA,"NFIX01_00050;NFIX01_00051",NA,"Kin001_04616;Kin001_04617","N40_94_03920;N40_94_03921","N33_94_04275;N33_94_04276",NA,NA,"PDC82_03575;PDC82_03576","Di1525a_04453;Di1525a_04454",NA,"J_07_02868;J_07_02869",NA,"str_2788_01691;str_2788_04477;str_2788_04478"
"g002146","g002146",NA,"hypothetical protein",50,31,76,1.21,1,2,0,16,0,16,92,"hypothetical protein(92)","NA(92)",666,687,678.2,5036,1,NA,NA,NA,NA,"NFIX02_02986",NA,"NFIX01_03216",NA,NA,NA,NA,NA,NA,NA,"Di1525a_02321",NA,NA,NA,"str_2788_00140"
"g002748","g002748",NA,"hypothetical protein",50,25,76,1,1,1,0,0,0,0,76,"hypothetical protein(76)","NA(76)",288,513,330.08,5037,1,"1D132_01458","1D132b_04247","C58_01713","F4_01799",NA,"Arqua_03936",NA,"ARqua1_04863","Kin001_01437","N40_94_00274","N33_94_00274","str_12D13_01363","12D13_01744","PDC82_00971","Di1525a_02213","ATCC31749_02416","J_07_00812","str_11546_01491","str_2788_00324"
"g004111","g004111","pld1","Pyridoxal 4-dehydrogenase",50,19,76,1,1,1,0,0,0,0,76,"Pyridoxal 4-dehydrogenase(76)","pld1(76)",1029,1047,1036.18,5041,1,"1D132_03656","1D132b_04788","C58_03586","F4_03875","NFIX02_01704","Arqua_03744","NFIX01_00590","ARqua1_04631","Kin001_03626","N40_94_02039","N33_94_02390","str_12D13_03528","12D13_03311","PDC82_04488","Di1525a_03761","ATCC31749_04015","J_07_03827","str_11546_03933","str_2788_03757"
"g003883_1_000001","g003883_1","ilvB","Acetolactate synthase large subunit",60,19,76,1.03,1,2,0,2,0,2,78,"Acetolactate synthase large subunit(40):Acetolactate synthase large subunit IlvB1(37):3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(1)","ilvB(40):ilvB1(37):iolD(1)",1356,1866,1712.31,5057,1,NA,NA,"C58_04753","F4_00101","NFIX02_02601","Arqua_03054","NFIX01_04800","ARqua1_03981",NA,"N40_94_04209","N33_94_04779",NA,NA,NA,NA,NA,NA,NA,NA
"g004357_000001","g004357","rbsB","hypothetical protein",60,18,75,1.03,1,2,0,2,0,2,77,"hypothetical protein(76):Ribose import binding protein RbsB(1)","NA(76):rbsB(1)",843,954,949.4,5078,1,NA,NA,NA,NA,"NFIX02_05192",NA,"NFIX01_05141",NA,"Kin001_04715","N40_94_04122","N33_94_01282","str_12D13_04647","12D13_04662","PDC82_04182","Di1525a_01851",NA,"J_07_04960",NA,"str_2788_01787"
"g005337_1_000003","g005337_1","rbsC","Ribose import permease protein RbsC",70,13,75,1.03,1,2,2,2,2,2,77,"Ribose import permease protein RbsC(72):Xylose transport system permease protein XylH(4):hypothetical protein(2):Inner membrane ABC transporter permease protein YjfF(1)","rbsC(72):xylH(4):NA(2):yjfF(1)",129,1146,1092.65,5078,2,NA,NA,NA,NA,"NFIX02_05193",NA,"NFIX01_05142",NA,"Kin001_04716","N40_94_04123","N33_94_01283","str_12D13_04648","12D13_04663","PDC82_04181","Di1525a_01852",NA,"J_07_04959",NA,"str_2788_01788"
"g007906_000003","g007906","metG","Methionine--tRNA ligase",80,7,75,1,1,1,0,0,0,0,75,"Methionine--tRNA ligase(75)","metG(75)",588,1566,1488.6,5079,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05122",NA,NA
"g000753","g000753",NA,"hypothetical protein",50,48,75,1.23,1,2,0,17,0,17,92,"hypothetical protein(92)","NA(92)",438,1062,634.14,5087,1,NA,NA,NA,NA,"NFIX02_02984",NA,"NFIX01_03214",NA,NA,NA,NA,NA,NA,NA,"Di1525a_02323",NA,NA,NA,"str_2788_00143"
"g001250_1_000002","g001250_1",NA,"hypothetical protein",70,37,75,1.13,1,2,0,10,0,10,85,"hypothetical protein(85)","NA(85)",165,525,490.27,5091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N40_94_00369","N33_94_00369",NA,NA,"PDC82_00792",NA,"ATCC31749_05579","J_07_00716","str_11546_05036","str_2788_00418"
"g002024_000002","g002024",NA,"hypothetical protein",70,29,75,1.17,1,2,9,13,9,13,88,"hypothetical protein(97)","NA(97)",165,582,492.84,5102,1,"1D132_02869;1D132_04610","1D132b_00403;1D132b_00841","C58_02800","F4_03509","NFIX02_05054;NFIX02_05103","Arqua_01432","NFIX01_00045;NFIX01_02701","ARqua1_02441","Kin001_02862;Kin001_04611","N40_94_01276;N40_94_03913","N33_94_01471;N33_94_04268","str_12D13_02774","12D13_02558","PDC82_03570;PDC82_05105","Di1525a_04448;Di1525a_05113","ATCC31749_03198","J_07_02874;J_07_04587","str_11546_04695","str_2788_01317;str_2788_04471"
"g003056","g003056",NA,"hypothetical protein",50,25,75,1.07,1,2,0,5,0,5,80,"hypothetical protein(80)","NA(80)",576,591,579,5103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"str_2788_01295"
"g001056","g001056","tnpR","Transposon gamma-delta resolvase",50,41,74,1.08,1,3,0,5,0,6,80,"Transposon gamma-delta resolvase(41):Transposon Tn3 resolvase(26):hypothetical protein(9):DNA-invertase hin(4)","tnpR(67):NA(9):hin(4)",129,867,569.17,5120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N40_94_02068","N33_94_02420",NA,NA,NA,NA,"ATCC31749_00977","J_07_02086","str_11546_00111",NA
"g000640_2_000001","g000640_2",NA,"Ureidoglycolate lyase",60,18,74,1,1,1,1,0,1,0,74,"Ureidoglycolate lyase(75)","NA(75)",270,873,836.2,5121,1,"1D132_04344","1D132b_00137","C58_04337","F4_04776","NFIX02_00057","Arqua_02488","NFIX01_02530","ARqua1_03466","Kin001_04333",NA,NA,"str_12D13_04276","12D13_03821",NA,"Di1525a_01669",NA,"J_07_03141",NA,NA
"g004099_1_000005","g004099_1",NA,"hypothetical protein",70,15,74,1.01,1,2,0,1,0,1,75,"hypothetical protein(75)","NA(75)",210,1356,1330.96,5123,1,"1D132_04523","1D132b_00316",NA,NA,"NFIX02_01041",NA,"NFIX01_02798",NA,"Kin001_04523","N40_94_03821","N33_94_04176","str_12D13_04459","12D13_04004","PDC82_03460","Di1525a_04361","ATCC31749_04953","J_07_02962","str_11546_03066","str_2788_04363"
"g001069_000002","g001069",NA,"hypothetical protein",70,42,74,1.51,1,6,5,21,5,38,112,"hypothetical protein(117)","NA(117)",219,1008,682.44,5124,1,"1D132_02865","1D132b_00837","C58_02796","F4_03505","NFIX02_05050","Arqua_01428","NFIX01_02705","ARqua1_02437","Kin001_02859","N40_94_01272","N33_94_01467","str_12D13_02770","12D13_02554","PDC82_05101","Di1525a_05109","ATCC31749_03194","J_07_04591","str_11546_04699","str_2788_01313"
"g005162_000001","g005162",NA,"hypothetical protein",60,15,74,1.14,1,2,0,10,0,10,84,"hypothetical protein(84)","NA(84)",249,285,250.29,5126,1,"1D132_04644","1D132b_00732","C58_04643","F4_00560","NFIX02_02502","Arqua_03164","NFIX01_01897","ARqua1_04091","Kin001_04641","N40_94_04031","N33_94_01191","str_12D13_04543","12D13_04901","PDC82_04275","Di1525a_01437","ATCC31749_05234","J_07_04747","str_11546_04725","str_2788_02087"
"g022665","g022665",NA,"hypothetical protein",50,2,74,1,1,1,0,0,0,0,74,"hypothetical protein(74)","NA(74)",684,759,700.22,5127,1,NA,NA,"C58_05157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000567","g000567",NA,"hypothetical protein",50,53,74,1.26,1,3,0,17,0,19,93,"hypothetical protein(93)","NA(93)",927,1077,1020.32,5133,1,NA,NA,NA,NA,"NFIX02_00848",NA,"NFIX01_00197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g000007_2_000002","g000007_2","ropA","Outer membrane protein IIIA",70,25,74,1.09,1,3,0,4,0,7,81,"Outer membrane protein IIIA(62):Porin Omp2b(9):Porin Omp2a(7):hypothetical protein(3)","ropA(62):omp2b(9):omp2a(7):NA(3)",282,1110,1023.59,5136,1,NA,NA,NA,NA,NA,"Arqua_05187",NA,"ARqua1_00008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g010715_000002","g010715",NA,"hypothetical protein",70,6,74,1,1,1,0,0,0,0,74,"hypothetical protein(74)","NA(74)",342,342,342,5139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J_07_05140",NA,NA
"g005456","g005456",NA,"hypothetical protein",50,14,74,1.12,1,2,1,9,1,9,83,"hypothetical protein(84)","NA(84)",147,381,355.64,5144,1,"1D132_04748","1D132b_01483",NA,NA,"NFIX02_04904","Arqua_04919","NFIX01_04968","ARqua1_00165","Kin001_04766","N40_94_04332","N33_94_04901",NA,NA,NA,"Di1525a_01776",NA,"J_07_04641",NA,NA
"g001070_000001","g001070","dpnM","hypothetical protein",60,41,74,1.49,1,4,0,32,0,36,110,"hypothetical protein(57):Modification methylase DpnIIA(53)","NA(57):dpnM(53)",180,846,670.2,5149,1,"1D132_00384","1D132b_04966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g005962_1_000003","g005962_1","frcA","Fructose import ATP-binding protein FrcA",70,9,74,1.07,1,3,0,4,0,5,79,"Fructose import ATP-binding protein FrcA(76):hypothetical protein(3)","frcA(76):NA(3)",207,795,764.2,5152,1,NA,NA,NA,NA,"NFIX02_05194",NA,"NFIX01_05143",NA,"Kin001_04717","N40_94_04124","N33_94_01284","str_12D13_04649","12D13_04664","PDC82_04180","Di1525a_01853",NA,"J_07_04958",NA,"str_2788_01789"
