"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g011096_000005","g011096","yfkN","hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(38):Trifunctional nucleotide phosphoesterase protein YfkN(12)","NA(38):yfkN(12)",1917,1938,1928.94,6226,1,"CG108_02949","CG118_01468","CG989_00014","CG1013_02729","T393_94_02244","Rr4_03604","CG47_02300","Ni1_03047","T60_94_00520","T267_94_02491","P86_93_02490","AB4_01313","CG964_01401","CG49_02240"
"g012957_000005","g012957",NA,"hypothetical protein",95,4,50,1,1,1,1,0,1,0,50,"hypothetical protein(51)","NA(51)",555,1224,1200.12,6227,1,"CG108_00649","CG118_01073","CG989_01377","(CG1013_03078:CG1013_03079)","T393_94_03644","Rr4_05326","CG47_04442","Ni1_00892","T60_94_04417","T267_94_04302","P86_93_04320","AB4_00157","CG964_01591","CG49_00985"
"g030438_000006","g030438","czcR","Transcriptional activator protein CzcR",98,1,50,1,1,1,0,0,0,0,50,"Transcriptional activator protein CzcR(50)","czcR(50)",678,678,678,6228,1,"CG108_04713","CG118_03909","CG989_01062","CG1013_01264","T393_94_01339","Rr4_02487","CG47_02857","Ni1_02701","T60_94_01821","T267_94_01648","P86_93_01648","AB4_01939","CG964_02139","CG49_01529"
"g026117_000003","g026117",NA,"hypothetical protein",80,2,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",381,381,381,6229,1,"CG108_01070","CG118_03366","CG989_04148","CG1013_04538","T393_94_05005","Rr4_00173","CG47_01289","Ni1_04490","T60_94_05437","T267_94_05404","P86_93_05336","AB4_05204","CG964_04663","CG49_01871"
"g014619_000005","g014619",NA,"hypothetical protein",95,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",399,399,399,6230,1,"CG108_03407","CG118_02990","CG989_03257","CG1013_00229","T393_94_00163","Rr4_01355","CG47_00163","Ni1_01631","T60_94_01195","T267_94_00163","P86_93_00163","AB4_02785","CG964_00582","CG49_03255"
"g009219_000003","g009219",NA,"hypothetical protein",80,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",651,675,663.3,6231,1,"CG108_01946","CG118_00677","CG989_01760","CG1013_04361","T393_94_04523","Rr4_00509","CG47_03862","Ni1_04319","T60_94_04173","T267_94_04059","P86_93_04076","AB4_04169","CG964_03929","CG49_05193"
"g004881_000003","g004881",NA,"hypothetical protein",80,16,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",126,168,156,6232,1,"CG108_04740","CG118_03936","CG989_01035","CG1013_01238","T393_94_01313","Rr4_02461","CG47_02799","Ni1_02236","T60_94_01795","T267_94_01622","P86_93_01622","AB4_01913","CG964_02165","CG49_01503"
"g007170_000004","g007170",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",300,300,300,6233,1,"CG108_01588","CG118_05172","CG989_05135","CG1013_01784","T393_94_02971","Rr4_05012","CG47_04611","Ni1_03356","T60_94_02666","T267_94_03225","P86_93_03240","AB4_03306","CG964_04929","CG49_00491"
"g006291_1_000007","g006291_1","mdtD","putative multidrug-efflux transporter",90,8,50,1.02,1,2,2,1,2,1,51,"putative multidrug-efflux transporter(43):hypothetical protein(8):Putative multidrug resistance protein MdtD(2)","NA(51):mdtD(2)",552,1455,1367.77,6234,1,"CG108_05000","CG118_03767","CG989_05356","CG1013_04162","T393_94_04323","Rr4_05246","CG47_04061","Ni1_04119","T60_94_03973","T267_94_03859","P86_93_03876","AB4_04369","CG964_04128","CG49_04994"
"g011415_000004","g011415",NA,"hypothetical protein",90,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1878,1881,1880.94,6235,1,"CG108_00404","CG118_00405","CG989_00307","CG1013_02416","T393_94_01930","Rr4_02225","CG47_02888","Ni1_05134","T60_94_00206","T267_94_02177","P86_93_02176","AB4_01626","CG964_03766","CG49_02507"
"g012970_000005","g012970","flgE","Flagellar hook protein FlgE",95,4,50,1,1,1,0,0,0,0,50,"Flagellar hook protein FlgE(50)","flgE(50)",1218,1218,1218,6236,1,"CG108_02741","CG118_04407","CG989_03578","CG1013_03589","T393_94_04795","Rr4_02652","CG47_02926","Ni1_04869","T60_94_05227","T267_94_04810","P86_93_05128","AB4_02552","CG964_01231","CG49_03725"
"g007582_000004","g007582",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",264,531,462.48,6237,1,"CG108_02864","CG118_01927","CG989_02672","CG1013_00612","T393_94_00547","Rr4_01740","CG47_00550","Ni1_02016","T60_94_03143","T267_94_00478","P86_93_00551","AB4_03170","CG964_00199","CG49_04660"
"g017353_000004","g017353",NA,"hypothetical protein",90,3,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",165,165,165,6238,1,"CG108_00092","CG118_00092","CG989_00620","CG1013_00800","T393_94_00734","Rr4_01909","CG47_00864","Ni1_02385","T60_94_03331","T267_94_00743","P86_93_00740","AB4_02088","CG964_00063","CG49_04850"
"g012104_000004","g012104",NA,"hypothetical protein",90,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",879,918,879.78,6239,1,"CG108_04813","CG118_04007","CG989_00962","CG1013_01165","T393_94_01239","Rr4_03929","CG47_03717","Ni1_02311","T60_94_01721","T267_94_01548","P86_93_01548","AB4_01771","CG964_02825","CG49_01428"
"g008629_000004","g008629",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",2355,2355,2355,6241,1,"CG108_02295","CG118_02435","CG989_02261","CG1013_01991","T393_94_02764","Rr4_04820","CG47_04818","Ni1_03564","T60_94_02398","T267_94_03018","P86_93_03033","AB4_03513","CG964_02949","CG49_00284"
"g013590_000004","g013590",NA,"hypothetical protein",90,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",612,630,620.64,6242,1,"CG108_00758","CG118_01182","CG989_01268","CG1013_02968","T393_94_03534","Rr4_05436","CG47_04552","Ni1_00782","T60_94_04307","T267_94_04192","P86_93_04210","AB4_00047","CG964_01481","CG49_00875"
"g005247_1_000007","g005247_1",NA,"hypothetical protein",90,13,50,1.02,1,2,0,1,0,1,51,"hypothetical protein(51)","NA(51)",4608,4683,4624.18,6243,1,"CG108_01417","CG118_01587","CG989_00773","CG1013_02851","T393_94_02366","Rr4_03726","CG47_02422","Ni1_03169","T60_94_00642","T267_94_02613","P86_93_02612","AB4_01191","CG964_01279","CG49_02361"
"g015392_000005","g015392","fliC","Flagellin",95,3,50,1,1,1,0,0,0,0,50,"Flagellin(50)","fliC(50)",960,969,960.18,6244,1,"CG108_00303","CG118_00304","CG989_00408","CG1013_02314","T393_94_01829","Rr4_03373","CG47_02611","Ni1_05032","T60_94_00105","T267_94_02076","P86_93_02075","AB4_01870","CG964_03664","CG49_02673"
"g004992_000003","g004992",NA,"hypothetical protein",80,15,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",306,309,308.52,6245,1,"CG108_00506","CG118_00507","CG989_00204","CG1013_02526","T393_94_02041","Rr4_03802","CG47_02097","Ni1_02844","T60_94_00317","T267_94_02288","P86_93_02287","AB4_01516","CG964_03876","CG49_02037"
"g006421_000004","g006421","dagK","Diacylglycerol kinase",90,11,50,1,1,1,0,0,0,0,50,"Diacylglycerol kinase(50)","dagK(50)",927,984,931.62,6247,1,"CG108_04959","CG118_03726","CG989_05315","CG1013_04203","T393_94_04364","Rr4_05287","CG47_04020","Ni1_04160","T60_94_04014","T267_94_03900","P86_93_03917","AB4_04328","CG964_04087","CG49_05035"
"g006081_000004","g006081",NA,"hypothetical protein",90,11,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",444,534,462.42,6248,1,"CG108_05225","CG118_00952","CG989_01122","CG1013_03202","T393_94_03767","Rr4_01867","CG47_04319","Ni1_00699","T60_94_04540","T267_94_04425","P86_93_04443","AB4_04922","CG964_00898","CG49_05334"
"g009605_000003","g009605",NA,"hypothetical protein",80,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",315,315,315,6249,1,"CG108_00053","CG118_00053","CG989_00659","CG1013_00759","T393_94_00693","Rr4_00979","CG47_00905","Ni1_02109","T60_94_03290","T267_94_00702","P86_93_00699","AB4_03264","CG964_00104","CG49_04809"
"g005679_000003","g005679",NA,"hypothetical protein",80,13,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1026,1110,1052.82,6251,1,"CG108_01864","CG118_00595","CG989_01842","CG1013_04279","T393_94_04440","Rr4_00427","CG47_03944","Ni1_04237","T60_94_04090","T267_94_03976","P86_93_03993","AB4_04251","CG964_04011","CG49_05111"
"g015599_000005","g015599","proP","Proline/betaine transporter",95,3,50,1,1,1,0,0,0,0,50,"Proline/betaine transporter(50)","proP(50)",1380,1431,1381.02,6252,1,"CG108_01299","CG118_04184","CG989_03896","CG1013_03369","T393_94_04575","Rr4_02992","CG47_03266","Ni1_00093","T60_94_05007","T267_94_04590","P86_93_04908","AB4_02212","CG964_04441","CG49_01086"
"g006139_000003","g006139",NA,"hypothetical protein",80,12,50,1,1,1,2,0,2,0,50,"hypothetical protein(52)","NA(52)",270,681,657.12,6253,1,"CG108_00698","CG118_01122","CG989_01328","CG1013_03030","T393_94_03596","Rr4_05374","CG47_04490","Ni1_00844","T60_94_04369","T267_94_04254","P86_93_04272","AB4_00109","CG964_01543","CG49_00937"
"g006121_000003","g006121",NA,"hypothetical protein",80,12,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",201,216,206.4,6254,1,"CG108_05231","CG118_00958","CG989_01116","CG1013_03196","T393_94_03761","Rr4_01873","CG47_04325","Ni1_00705","T60_94_04534","T267_94_04419","P86_93_04437","AB4_04916","CG964_00892","CG49_05328"
"g003547_000001","g003547",NA,"hypothetical protein",60,22,50,1.46,1,3,0,18,0,23,73,"hypothetical protein(73)","NA(73)",393,585,556.6,6255,1,"CG108_01868","CG118_00599","CG989_01838","CG1013_04286","T393_94_04447","Rr4_00434","CG47_03937","Ni1_04244","T60_94_04097","T267_94_03983","P86_93_04000","AB4_04244","CG964_04004","CG49_05118"
"g001960_2_000023","g001960_2","gsiB","Glutathione-binding protein GsiB",95,5,50,1.02,1,2,0,1,0,1,51,"Glutathione-binding protein GsiB(51)","gsiB(51)",1722,1737,1726.41,6256,1,"CG108_01413","CG118_01591","CG989_00769","CG1013_02855","T393_94_02370","Rr4_03730","CG47_02426","Ni1_03173","T60_94_00646","T267_94_02617","P86_93_02616","AB4_01187","CG964_01275","CG49_02365"
"g001760_2_000023","g001760_2","mdeA","L-methionine gamma-lyase",95,5,50,1,1,1,0,0,0,0,50,"L-methionine gamma-lyase(50)","mdeA(50)",1323,1323,1323,6257,1,"CG108_01979","CG118_02120","CG989_02576","CG1013_04025","T393_94_04183","Rr4_03963","CG47_03683","Ni1_03706","T60_94_04958","T267_94_05242","P86_93_04860","AB4_04507","CG964_03262","CG49_04534"
"g012546_000005","g012546",NA,"hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",327,327,327,6258,1,"CG108_04237","CG118_03529","CG989_04311","CG1013_00885","T393_94_01139","Rr4_00325","CG47_01694","Ni1_01138","T60_94_01621","T267_94_01448","P86_93_01448","AB4_00402","CG964_01621","CG49_01328"
"g010671_000005","g010671","luxR","Transcriptional activator protein LuxR",95,6,50,1,1,1,0,0,0,0,50,"Transcriptional activator protein LuxR(50)","luxR(50)",825,825,825,6259,1,"CG108_01544","CG118_05216","CG989_05091","CG1013_01829","T393_94_02926","Rr4_05057","CG47_04656","Ni1_03401","T60_94_02621","T267_94_03180","P86_93_03195","AB4_03351","CG964_04974","CG49_00446"
"g009632_000003","g009632",NA,"hypothetical protein",80,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",807,807,807,6260,1,"CG108_04273","CG118_03565","CG989_04347","CG1013_00919","T393_94_01173","Rr4_00359","CG47_01660","Ni1_01104","T60_94_01655","T267_94_01482","P86_93_01482","AB4_00368","CG964_01655","CG49_01362"
"g025178_000005","g025178",NA,"hypothetical protein",95,2,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",417,420,417.66,6261,1,"CG108_04930","CG118_03697","CG989_05286","CG1013_04233","T393_94_04394","Rr4_05317","CG47_03990","Ni1_04191","T60_94_04044","T267_94_03930","P86_93_03947","AB4_04297","CG964_04057","CG49_05065"
"g004844_000003","g004844",NA,"hypothetical protein",80,16,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",369,489,432.18,6262,1,"CG108_05181","CG118_00908","CG989_01166","CG1013_03246","T393_94_02449","Rr4_01823","CG47_04275","Ni1_00655","T60_94_02825","T267_94_04469","P86_93_02695","AB4_04966","CG964_00942","CG49_05378"
"g014660_000004","g014660",NA,"hypothetical protein",90,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",477,477,477,6263,1,"CG108_02806","CG118_01985","CG989_02995","CG1013_00555","T393_94_00489","Rr4_01682","CG47_00492","Ni1_01958","T60_94_03085","T267_94_00420","P86_93_00493","AB4_03112","CG964_00256","CG49_04602"
"g011996_000004","g011996",NA,"hypothetical protein",90,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",189,189,189,6264,1,"CG108_05064","CG118_03831","CG989_05420","CG1013_04093","T393_94_04254","Rr4_05177","CG47_04130","Ni1_04050","T60_94_03904","T267_94_03790","P86_93_03807","AB4_04438","CG964_04197","CG49_04925"
"g004554_1_000007","g004554_1",NA,"hypothetical protein",80,12,50,1.02,1,2,0,1,0,1,51,"hypothetical protein(51)","NA(51)",576,600,596.29,6265,1,"CG108_01430","CG118_01574","CG989_00786","CG1013_02836","T393_94_02351","Rr4_03711","CG47_02407","Ni1_03154","T60_94_00627","T267_94_02598","P86_93_02597","AB4_01206","CG964_01294","CG49_02346"
"g033611_000006","g033611",NA,"hypothetical protein",98,1,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",504,504,504,6266,1,"CG108_04941","CG118_03708","CG989_05297","CG1013_04222","T393_94_04383","Rr4_05306","CG47_04001","Ni1_04179","T60_94_04033","T267_94_03919","P86_93_03936","AB4_04308","CG964_04068","CG49_05054"
"g005859_000003","g005859","rplU","50S ribosomal protein L21",80,13,50,1,1,1,0,0,0,0,50,"50S ribosomal protein L21(50)","rplU(50)",246,747,722.58,6267,1,"CG108_05268","CG118_00995","CG989_01079","CG1013_03159","T393_94_03724","Rr4_02044","CG47_04362","Ni1_00742","T60_94_04497","T267_94_04382","P86_93_04400","AB4_04879","CG964_00855","CG49_05291"
"g008343_000004","g008343",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",651,651,651,6268,1,"CG108_04786","CG118_03982","CG989_00989","CG1013_01188","T393_94_01263","Rr4_03197","CG47_03742","Ni1_02286","T60_94_01745","T267_94_01572","P86_93_01572","AB4_01795","CG964_02215","CG49_01453"
"g008506_000004","g008506",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",468,468,468,6269,1,"CG108_00419","CG118_00420","CG989_00292","CG1013_02443","T393_94_01957","Rr4_02087","CG47_02013","Ni1_02760","T60_94_00233","T267_94_02204","P86_93_02203","AB4_01599","CG964_03793","CG49_01953"
"g004379_000002","g004379",NA,"hypothetical protein",70,18,50,1.02,1,2,0,1,0,1,51,"hypothetical protein(51)","NA(51)",183,483,458.41,6270,1,"CG108_03650","CG118_03165","CG989_03432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g012537_000005","g012537",NA,"hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",726,738,737.28,6271,1,"CG108_00453","CG118_00454","CG989_00258","CG1013_02475","T393_94_01989","Rr4_02119","CG47_02045","Ni1_02792","T60_94_00265","T267_94_02236","P86_93_02235","AB4_01567","CG964_03825","CG49_01985"
"g005030_000001","g005030","yebZ","Inner membrane protein YebZ",60,15,50,1,1,1,1,0,1,0,50,"Inner membrane protein YebZ(49):hypothetical protein(2)","yebZ(49):NA(2)",360,882,865.71,6272,1,"CG108_04149","CG118_03441","CG989_04223","CG1013_04467","T393_94_05076","Rr4_01111","CG47_01926","Ni1_04561","T60_94_05508","T267_94_05475","P86_93_05407","AB4_01033","CG964_04734","CG49_01831"
"g006449_000002","g006449",NA,"hypothetical protein",70,11,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",579,579,579,6273,1,"CG108_01170","CG118_01743","CG989_01651",NA,"T393_94_03127","Rr4_02326","CG47_01565","Ni1_05195","T60_94_03477","T267_94_03381","P86_93_03398","AB4_03720","CG964_02683","CG49_03934"
"g005591_000003","g005591",NA,"hypothetical protein",80,13,50,1,1,1,3,0,3,0,50,"hypothetical protein(53)","NA(53)",186,1431,1217.04,6274,1,"CG108_05249","CG118_00976","CG989_01098","CG1013_03178","T393_94_03743","Rr4_02063","CG47_04343","Ni1_00723","T60_94_04516","T267_94_04401","P86_93_04419","AB4_04898","CG964_00874","CG49_05310"
"g008315_000004","g008315",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1107,1110,1109.94,6275,1,"CG108_03258","CG118_02841","CG989_03108","CG1013_00446","T393_94_00380","Rr4_01573","CG47_00383","Ni1_01849","T60_94_02976","T267_94_00311","P86_93_00384","AB4_03003","CG964_00365","CG49_03036"
"g007590_000004","g007590",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",174,195,188.1,6276,1,"CG108_02465","CG118_00719","CG989_01939","CG1013_00025","T393_94_01544","Rr4_02428","CG47_03815","Ni1_02563","T60_94_04220","T267_94_04106","P86_93_04123","AB4_04122","CG964_02259","CG49_02739"
"g009435_000005","g009435",NA,"hypothetical protein",95,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",321,381,333,6277,1,"CG108_01353","CG118_04238","CG989_03842","CG1013_03422","T393_94_04628","Rr4_02939","CG47_03213","Ni1_00146","T60_94_05060","T267_94_04643","P86_93_04961","AB4_02265","CG964_04388","CG49_01139"
"g009401_000005","g009401",NA,"hypothetical protein",95,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",900,900,900,6278,1,"CG108_03796","CG118_04699","CG989_04670","CG1013_03946","T393_94_04104","Rr4_04043","CG47_03603","Ni1_03786","T60_94_04879","T267_94_05163","P86_93_04781","AB4_04587","CG964_03342","CG49_04455"
"g014676_000004","g014676",NA,"hypothetical protein",90,4,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",462,462,462,6279,1,"CG108_05112","CG118_00839","CG989_01235","CG1013_03316","T393_94_03862","Rr4_02359","CG47_04205","Ni1_00585","T60_94_04635","T267_94_04539","P86_93_04538","AB4_05036","CG964_01012","CG49_05448"
"g000343_2_000023","g000343_2","glxR","2-hydroxy-3-oxopropionate reductase",90,14,50,1,1,1,0,0,0,0,50,"2-hydroxy-3-oxopropionate reductase(50)","glxR(50)",867,873,872.88,6280,1,"CG108_01540","CG118_05220","CG989_05087","CG1013_01833","T393_94_02922","Rr4_05061","CG47_04660","Ni1_03405","T60_94_02617","T267_94_03176","P86_93_03191","AB4_03355","CG964_04978","CG49_00442"
"g007161_000004","g007161",NA,"hypothetical protein",90,10,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",735,735,735,6281,1,"CG108_02579","CG118_05145","CG989_05162","CG1013_01744","T393_94_03011","Rr4_04972","CG47_01789","Ni1_01297","T60_94_02707","T267_94_03266","P86_93_03280","AB4_00570","CG964_04889","CG49_00531"
"g008085_000004","g008085",NA,"hypothetical protein",90,8,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",594,594,594,6282,1,"CG108_04138","CG118_03430","CG989_04212","CG1013_04478","T393_94_05065","Rr4_03101","CG47_01350","Ni1_04550","T60_94_05497","T267_94_05464","P86_93_05396","AB4_05264","CG964_04723","CG49_01842"
"g005096_000001","g005096","mhqD","Putative hydrolase MhqD",60,15,50,1,1,1,2,0,2,0,50,"Putative hydrolase MhqD(45):hypothetical protein(7)","mhqD(45):NA(7)",273,642,619.1,6283,1,"CG108_00100","CG118_00100","CG989_00612","CG1013_00808","T393_94_00742","Rr4_01917","CG47_00856","Ni1_02377","T60_94_03339","T267_94_00751","P86_93_00748","AB4_02080","CG964_00055","CG49_04858"
"g012532_000005","g012532",NA,"hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",741,741,741,6284,1,"CG108_05061","CG118_03828","CG989_05417","CG1013_04097","T393_94_04258","Rr4_05181","CG47_04126","Ni1_04054","T60_94_03908","T267_94_03794","P86_93_03811","AB4_04434","CG964_04193","CG49_04929"
"g001349_2_000021","g001349_2",NA,"hypothetical protein",90,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",897,900,898.44,6285,1,"CG108_00229","CG118_00230","CG989_00482","CG1013_01404","T393_94_01754","Rr4_02190","CG47_02521","Ni1_04957","T60_94_00030","T267_94_02001","P86_93_02000","AB4_01093","CG964_03589","CG49_02472"
"g010343_000005","g010343",NA,"hypothetical protein",95,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",468,468,468,6286,1,"CG108_03359","CG118_02942","CG989_03209","CG1013_00407","T393_94_00341","Rr4_01534","CG47_00344","Ni1_01810","T60_94_02937","T267_94_00272","P86_93_00345","AB4_02964","CG964_00404","CG49_03075"
"g000028_2_000011","g000028_2",NA,"hypothetical protein",70,29,50,1.16,1,3,2,7,2,8,58,"hypothetical protein(60)","NA(60)",126,618,548.35,6287,1,"CG108_01792","CG118_01838","CG989_02137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g009450_000004","g009450",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",330,471,383.82,6288,1,"CG108_03369","CG118_02952","CG989_03219","CG1013_00417","T393_94_00351","Rr4_01544","CG47_00354","Ni1_01820","T60_94_02947","T267_94_00282","P86_93_00355","AB4_02974","CG964_00394","CG49_03065"
"g006741_000004","g006741",NA,"hypothetical protein",90,10,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1482,1500,1494.24,6289,1,"CG108_02240","CG118_02380","CG989_02317","CG1013_02046","T393_94_02709","Rr4_04765","CG47_04873","Ni1_03619","T60_94_02343","T267_94_02963","P86_93_02978","AB4_03568","CG964_03004","CG49_00229"
"g010064_000004","g010064",NA,"hypothetical protein",90,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",585,585,585,6290,1,"CG108_01331","CG118_04216","CG989_03864","CG1013_03402","T393_94_04608","Rr4_02959","CG47_03233","Ni1_00126","T60_94_05040","T267_94_04623","P86_93_04941","AB4_02245","CG964_04408","CG49_01119"
"g003596_000002","g003596",NA,"IS66 family transposase IS1313",70,22,50,1.08,1,2,2,4,2,4,54,"IS66 family transposase IS1313(49):hypothetical protein(7)","NA(56)",144,465,341.73,6291,1,NA,NA,NA,NA,NA,"Rr4_04627",NA,NA,"T60_94_00992","T267_94_01086","P86_93_01083","AB4_01727",NA,"CG49_00786"
"g009749_000003","g009749",NA,"hypothetical protein",80,6,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1896,1941,1897.56,6292,1,"CG108_04732","CG118_03928","CG989_01043","CG1013_01246","T393_94_01321","Rr4_02469","CG47_02807","Ni1_02719","T60_94_01803","T267_94_01630","P86_93_01630","AB4_01921","CG964_02157","CG49_01511"
"g005170_000003","g005170",NA,"hypothetical protein",80,15,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",690,738,725.46,6294,1,"CG108_03409","CG118_02992","CG989_03259","CG1013_00227","T393_94_00161","Rr4_01353","CG47_00161","Ni1_01629","T60_94_01193","T267_94_00161","P86_93_00161","AB4_02783","CG964_00584","CG49_03257"
"g009596_000004","g009596",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",732,732,732,6295,1,"CG108_01931","CG118_00662","CG989_01775","CG1013_04346","T393_94_04508","Rr4_00494","CG47_03877","Ni1_04304","T60_94_04158","T267_94_04044","P86_93_04061","AB4_04184","CG964_03944","CG49_05178"
"g008786_000004","g008786",NA,"hypothetical protein",90,7,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1425,1458,1453.38,6296,1,"CG108_04023","CG118_04472","CG989_04442","CG1013_03733","T393_94_03891","Rr4_04257","CG47_03388","Ni1_03999","T60_94_04665","T267_94_04949","P86_93_04567","AB4_04801","CG964_03554","CG49_04241"
"g004325_000002","g004325",NA,"hypothetical protein",70,18,50,1.08,1,2,0,4,0,4,54,"hypothetical protein(54)","NA(54)",273,1134,1010.22,6297,1,"CG108_03528","CG118_02571","CG989_02880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g006331_000004","g006331",NA,"hypothetical protein",90,11,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1173,1173,1173,6298,1,"CG108_05135","CG118_00862","CG989_01212","CG1013_03292","T393_94_03838","Rr4_02383","CG47_04229","Ni1_00609","T60_94_04611","T267_94_04515","P86_93_04514","AB4_05012","CG964_00988","CG49_05424"
"g004771_000003","g004771",NA,"hypothetical protein",80,16,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",1119,1143,1128.78,6299,1,"CG108_00216","CG118_00217","CG989_00495","CG1013_01391","T393_94_01741","Rr4_02203","CG47_02508","Ni1_04944","T60_94_00017","T267_94_01988","P86_93_01987","AB4_01106","CG964_03576","CG49_02485"
"g011859_000005","g011859",NA,"hypothetical protein",95,5,50,1,1,1,0,0,0,0,50,"hypothetical protein(50)","NA(50)",636,636,636,6300,1,"CG108_00137","CG118_00137","CG989_00575","CG1013_00846","T393_94_00780","Rr4_01955","CG47_00818","Ni1_02339","T60_94_03377","T267_94_00789","P86_93_00786","AB4_01967","CG964_00017","CG49_04896"
"g014147_000003","g014147","dksA","RNA polymerase-binding transcription factor DksA",80,4,50,1,1,1,0,0,0,0,50,"RNA polymerase-binding transcription factor DksA(49):hypothetical protein(1)","dksA(49):NA(1)",132,318,314.28,6301,1,"CG108_01928","CG118_00659","CG989_01778","CG1013_04343","T393_94_04505","Rr4_00491","CG47_03880","Ni1_04301","T60_94_04155","T267_94_04041","P86_93_04058","AB4_04187","CG964_03947","CG49_05175"
"g004159_2_000043","g004159_2","lrp","Leucine-responsive regulatory protein",98,1,50,1,1,1,0,0,0,0,50,"Leucine-responsive regulatory protein(50)","lrp(50)",468,468,468,6302,1,"CG108_03986","CG118_04509","CG989_04480","CG1013_03774","T393_94_03933","Rr4_04215","CG47_03431","Ni1_03957","T60_94_04707","T267_94_04991","P86_93_04609","AB4_04759","CG964_03513","CG49_04283"
